Timestamp;Temperatura;Umidade;pH;Fósforo;Potássio;IrrigaçãoOn;sensor_id
2024/11/13 21:40:3;50.60;48.00;10.00;0;0;0
2024/11/13 21:40:3;50.60;48.00;10.00;0;0;0
2024/11/13 21:40:4;50.60;48.00;10.00;0;0;0
2024/11/13 21:40:5;50.60;48.00;10.00;0;0;0
2024/11/13 21:40:6;50.60;48.00;10.00;0;0;0
2024/11/13 21:40:6;50.60;48.00;10.00;0;0;0
2024/11/13 21:40:7;50.60;48.00;10.00;0;0;0
2024/11/13 21:40:8;50.60;48.00;10.00;0;0;0
2024/11/13 21:40:9;34.70;52.50;10.00;0;0;0
2024/11/13 21:40:10;34.70;52.50;10.00;0;0;0
2024/11/13 21:40:11;34.70;52.50;10.00;0;0;0
2024/11/13 21:40:12;34.70;52.50;10.00;0;0;0
2024/11/13 21:40:13;34.70;52.50;10.00;0;0;0
2024/11/13 21:40:14;34.70;52.50;10.00;0;0;0
2024/11/13 21:40:15;34.70;52.50;10.00;0;0;0
2024/11/13 21:40:15;34.70;52.50;10.00;0;0;0
2024/11/13 21:40:16;34.70;52.50;10.00;0;0;0
2024/11/13 21:40:17;34.70;52.50;10.00;0;0;0
2024/11/13 21:40:18;34.70;52.50;10.00;0;0;0
2024/11/13 21:40:19;34.70;52.50;10.00;0;0;0
2024/11/13 21:40:20;27.30;52.50;10.00;0;0;0
2024/11/13 21:40:21;27.30;52.50;10.00;0;0;0
2024/11/13 21:40:22;27.30;52.50;10.00;0;0;0
2024/11/13 21:40:23;27.30;52.50;10.00;0;0;0
2024/11/13 21:40:24;27.30;52.50;10.00;0;0;0
